longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-11798,3407,150,35430,8880,31310,8230,30184,1394000
-11798,3407,280,4410,1060,5040,1080,29107,1525000
-11799,3406,320,24910,6160,26600,5950,2564,1458000
-1180,3407,340,16960,4560,16090,4260,225,1385000
-11799,3407,350,16810,3600,16480,3730,24911,1459000
-11799,3408,350,10320,2070,9540,1910,28906,1348000
-11797,3408,80,20270,4800,17810,4470,30806,1424000
-11797,3408,300,22270,4740,19610,4810,33261,1641000
-11796,3407,320,29100,7090,25830,6700,37736,1584000
-11797,3407,200,20630,4960,15730,4680,32,1571000
-11797,3407,220,14380,3640,13250,3350,27802,1625000
-11798,3408,170,36400,8300,35370,8070,34784,1522000
-11798,341,220,56610,12090,53890,11780,37727,1597000
-11798,3409,310,30730,6170,26400,5940,35,1613000
-11797,3409,270,35690,7610,33390,7620,41304,1605000
-11795,3411,290,19860,4480,20130,4320,31034,1408000
-11796,341,350,40360,9040,38780,8460,32957,1416000
-11797,341,330,15580,3160,16000,3380,29712,1439000
-11797,341,260,13990,2770,12850,2760,40,1601000
-11796,3409,300,26860,6130,24770,5730,34427,1608000
-11796,3409,60,19540,5340,15840,4960,31621,1310000
-11796,341,300,27750,6570,28470,6420,32266,1418000
-11797,3409,310,27790,6390,22590,6700,34032,1434000
-11795,3409,210,22150,4840,17920,4190,28375,1665000
-11795,3408,340,22780,4760,17280,4480,3125,1541000
-11795,3409,180,11790,3240,12960,3310,2851,1406000
-11796,3408,390,10760,3380,12420,3320,22679,1518000
-11796,3408,330,41510,8500,35630,8480,31912,1599000
-11796,3408,280,28310,5520,23300,5570,39741,1731000
-11794,3409,210,27070,6750,17420,6260,21062,1767000
-11794,3408,320,27040,5140,16690,4970,44653,1954000
-11794,3408,340,19700,4760,12690,4060,4064,2012000
-11794,3408,350,23930,4170,13360,4180,487,1877000
-11795,3408,370,11370,2030,6720,2260,32969,1890000
-11795,3407,370,19870,3990,12790,3780,41172,1765000
-11793,3409,340,21920,4310,13760,4280,39861,1639000
-11793,3409,350,7820,1530,4990,1630,42062,1613000
-11793,3409,350,18910,3530,10930,3820,40167,1655000
-11793,3409,370,11850,2250,7690,2350,44625,1542000
-11792,3408,360,12850,2280,6790,2310,38705,1919000
-11792,3408,350,21080,4080,12570,4140,41312,1852000
-11793,3407,340,14090,3050,8190,2730,33977,1888000
-11793,3408,360,13710,2460,8060,2410,45078,1871000
-11793,3408,350,6890,1280,3790,1280,39583,2060000
-11793,3408,360,15970,2850,9010,2720,43947,1970000
-11793,3408,360,17880,3170,11390,3200,4125,1858000
-11791,3408,330,23250,4520,11700,4450,36625,2171000
-11791,3408,350,14430,2660,8610,2620,35795,1869000
-11792,3408,360,14790,2510,7410,2450,42986,1896000
-11792,3408,350,18600,3230,10110,3050,35536,2070000
-11792,3408,350,18970,3110,9650,3230,57039,1994000
-11791,341,280,36940,7220,19990,7180,32813,1811000
-11791,3409,200,43270,10370,22960,9630,30441,1854000
-11792,3409,350,18100,3180,11640,3320,50123,1657000
-11792,341,330,19210,3970,14920,3930,4375,1505000
-1179,341,310,30070,6530,17660,6160,37083,1660000
-11791,341,350,27460,4780,17790,5010,425,1667000
-11792,341,350,29940,6030,19330,5610,40052,1607000
-11789,341,270,33410,7280,17620,6790,29437,1804000
-11789,341,350,31850,5440,18580,5640,38304,1759000
-11789,341,340,20480,4110,14560,4160,3125,1686000
-1179,341,350,27390,4750,14810,4830,45655,1766000
-1179,3409,340,15620,2720,8250,2660,4125,2208000
-1179,3408,320,20680,3560,9760,3700,5212,2012000
-11789,3409,370,10550,2800,5380,2060,24167,1813000
-11789,3409,350,12050,3300,5830,3190,23971,1889000
-11789,3409,370,18130,3940,11000,3750,34453,1767000
-1179,3409,390,17260,3330,8920,3350,43409,1918000
-11788,3408,300,61320,15380,31470,14490,27763,1878000
-11789,3408,350,17110,3350,8250,3560,35,2156000
-11789,3408,250,21150,4890,11070,4770,31949,2074000
-11789,3407,320,23740,4500,15800,4270,38837,2003000
-1179,3408,320,54820,12510,34260,11170,32943,2044000
-11787,3406,250,36520,4700,15250,4840,101248,4285000
-11788,3406,230,66890,11240,30810,10470,59254,4912000
-1179,3406,350,13130,1940,5990,2090,75,2872000
-1179,3406,330,17010,2900,8310,2750,54469,2747000
-1179,3406,330,13300,2090,5780,1920,56406,2662000
-11789,3407,350,14390,2610,8040,2710,39808,1886000
-1179,3407,350,16460,2940,10560,2800,3055,1720000
-11789,3407,350,8340,1370,3920,1230,45179,2188000
-1179,3406,340,29560,4690,14880,4640,53664,2683000
-1179,3407,360,10090,1640,4660,1490,58519,2494000
-11791,3407,360,13900,2700,8870,2660,50897,1890000
-11791,3407,330,29380,5610,15190,5490,45594,2042000
-11792,3406,340,28190,6090,17180,5580,35547,1976000
-11792,3407,360,10570,2070,6580,2070,47708,1917000
-11792,3407,290,16990,3990,10520,4110,32122,1955000
-11791,3406,290,32500,5210,13820,5130,5112,2183000
-11791,3405,350,31890,,17270,5000,50758,2111000
-11792,3406,350,28940,4670,14200,4790,5184,2249000
-11793,3406,370,15050,2620,7980,2590,54635,2021000
-11793,3406,350,10220,1830,6280,1870,39375,1875000
-11793,3405,360,13400,2210,8480,2440,41731,2051000
-11793,3405,320,30550,6230,19020,5650,42926,1907000
-11792,3407,380,1750,220,1290,200,97066,1825000
-11793,3406,280,33420,6880,22100,6470,34596,2028000
-11795,3405,340,14280,2270,8900,2490,58722,2048000
-11794,3406,320,34180,6620,20030,6220,40333,2102000
-11794,3406,340,19210,4220,12300,4470,36648,1939000
-11793,3407,360,12070,2090,6830,2130,53559,2073000
-11794,3407,250,18140,4040,11870,3630,33523,1708000
-11795,3407,370,13750,2600,9510,2720,32083,1952000
-11795,3406,320,22520,4150,13700,4110,46312,1848000
-11796,3407,350,28190,5290,15080,4850,46118,1917000
-11796,3406,340,22260,3810,14640,3650,44102,1832000
-11796,3406,310,20170,4620,14620,4570,2067,1673000
-11797,3405,330,14520,2680,12740,2780,36563,1627000
-11797,3406,340,35800,6840,27860,6360,40469,1668000
-11798,3406,330,13530,2280,10790,2370,45417,1603000
-11797,3406,310,25160,,21940,4970,32413,1555000
-11798,3406,360,23910,4070,19670,3980,40274,1607000
-11798,3405,350,23420,4260,21760,4160,37454,1569000
-11799,3405,350,17920,3170,14410,3060,37917,1511000
-11797,3405,330,20280,4220,17270,3710,28438,1576000
-11797,3405,360,9310,1600,7460,2010,31667,1580000
-11797,3405,360,12990,2060,7630,2160,35179,1614000
-11797,3405,340,20500,4950,18320,4650,28333,1557000
-11798,3405,330,15600,3150,14670,3130,41429,1598000
-11798,3404,340,25470,5370,21080,4980,34722,1546000
-11797,3404,320,15070,2950,13260,3240,4119,1633000
-11797,3404,280,16860,4170,13550,3880,25192,1573000
-11796,3403,350,20930,,17550,4030,34115,1504000
-11796,3403,350,16230,3310,14620,3120,39803,1526000
-11795,3403,330,14530,3260,16090,3190,37578,1558000
-11795,3403,350,8040,1590,7270,1790,27361,1457000
-11796,3405,350,12540,2630,10920,2680,46364,1631000
-11796,3405,360,14750,2700,11490,2840,30904,1586000
-11795,3405,350,13090,2760,11130,2530,4375,1565000
-11795,3404,360,10440,2000,9820,2050,47679,1539000
-11796,3404,350,11410,2120,9240,2120,31591,1483000
-11796,3404,330,14580,2680,11150,2570,47955,1581000
-11796,3404,340,13810,2650,10200,2680,4025,1469000
-11796,3405,320,19930,3880,13850,3800,37258,1819000
-11794,3405,340,17290,3240,13410,3240,37708,1635000
-11794,3404,360,14310,3540,13670,3340,35592,1602000
-11794,3404,340,14030,2740,9770,2570,38409,1630000
-11794,3405,340,15190,3040,12620,3000,33409,1612000
-11795,3405,310,23490,5390,20280,5210,3494,1545000
-11794,3404,330,14930,3310,15710,3540,38864,1589000
-11795,3404,270,26100,8460,22960,7500,2274,1508000
-11794,3403,350,14990,2890,11120,2680,383,1490000
-11794,3403,350,13750,2490,10150,2390,40521,1518000
-11795,3403,330,17820,3940,15170,3760,33389,1579000
-11793,3401,230,31880,8360,38830,8400,21863,1576000
-11793,3401,330,17330,3610,17570,3750,42266,1538000
-11794,3402,270,50260,9550,38990,9300,3871,1629000
-11795,3402,190,11290,2580,9000,2280,3875,1356000
-11795,3402,220,19190,4110,12030,3630,42578,1441000
-11792,3403,350,13410,2330,8980,2160,41118,1573000
-11792,3403,320,18190,3750,17280,3750,3975,1624000
-11792,3403,350,14690,3060,12850,3080,39219,1595000
-11793,3403,350,21600,3990,16940,4030,38581,1631000
-11793,3403,300,22460,4460,18370,4310,47917,1645000
-11793,3404,230,63610,11680,45800,11090,49342,1810000
-11793,3404,300,13360,2390,9050,2530,48854,1781000
-1179,3404,150,119890,21850,66520,20810,45554,2783000
-1179,3405,330,6290,760,2530,750,76286,3304000
-11791,3404,150,87490,17610,52780,16910,46324,1688000
-11792,3405,360,22410,4190,17430,4480,46587,1619000
-11788,3401,160,67560,13320,44290,12990,47589,1782000
-11788,340,210,54590,10860,33940,10870,36308,1921000
-11789,3401,230,45350,9550,38810,9300,36275,1541000
-1179,3401,270,17020,3810,20910,3520,37917,1311000
-1179,3401,270,23830,4720,20790,4940,39702,1414000
-11791,3402,170,59730,13840,43490,12290,32799,1993000
-1179,3402,150,140580,24860,89970,24970,50704,2262000
-11791,3402,220,62690,,55870,12510,38201,1362000
-11792,3401,350,30550,6340,37380,6150,3375,1272000
-11798,3404,290,14680,3100,13900,2760,375,1906000
-11796,3402,330,3490,1240,4600,830,2375,1333000
-11798,3403,210,7970,1620,4840,1660,2625,1911000
-1179,3399,180,80760,17890,53250,17070,3443,1719000
-11792,340,360,1160,300,1930,350,38125,1363000
-11788,340,320,2650,510,1700,500,39375,1875000
-11789,3399,220,32720,6180,17840,5910,40324,2113000
-11787,3399,210,28370,5150,20310,5550,49271,2097000
-11801,3405,370,6820,1720,8130,1730,38125,1380000
-11799,3404,300,44680,9590,40270,9380,3185,1683000
-11802,3404,270,56400,10010,35380,9780,5065,2154000
-1180,3403,250,69090,11540,39120,11210,5257,2261000
-11798,3402,320,29450,6510,20440,6520,31979,1839000
-11798,3402,330,35120,6320,19710,5980,44653,1932000
-11798,3401,270,26430,4180,13440,3810,57057,2621000
-11799,340,260,29880,3970,13710,4150,66988,3825000
-11802,3402,210,59920,9860,26470,9690,52405,3024000
-11797,3401,330,35300,7000,29590,6790,37459,1529000
-11797,3401,330,20060,3810,14100,3460,37083,1655000
-11797,340,280,19830,3750,14070,3670,38319,1790000
-11797,3399,220,52840,9820,26130,9320,47332,2899000
-11798,340,220,36320,5380,19680,5660,6019,3249000
-11798,3399,260,33430,4550,14290,4570,70778,3343000
-11798,3398,270,22750,3460,10390,3330,62217,3335000
-11799,3398,180,83990,11440,37270,11070,69695,3604000
-11795,340,340,23760,4680,18580,4490,41328,1763000
-11796,340,330,54620,9520,35270,9140,44038,1867000
-11796,340,340,27770,5400,19540,5220,45163,1838000
-11792,3398,100,164140,29190,89070,27140,61552,3625000
-11795,3398,150,160420,26020,77320,25520,56716,3304000
-11794,3399,180,61000,10180,31120,9820,49932,2840000
-11795,3399,150,39780,6920,24180,6650,50142,2699000
-11795,3399,240,12190,1770,6100,1850,67978,3250000
-11795,3399,250,10750,1380,4510,1320,68492,3322000
-11796,3399,250,13480,2100,6600,2000,52852,2976000
-11796,3399,250,27990,3880,13480,3890,62517,3111000
-11797,3399,230,33350,5700,15600,5550,57268,3003000
-11796,3398,250,12590,1840,5990,1700,57407,3022000
-11788,3396,160,190590,30790,109880,30610,55469,2652000
-11789,3398,50,30880,7110,14150,6410,25125,1845000
-1179,3398,200,98930,22830,72280,21590,3253,1867000
-1179,3397,230,73530,12550,40140,11240,54155,2132000
-11775,3406,520,11710,3180,11260,2760,19762,1058000
-11775,3406,520,620,90,440,160,4999,1125000
-11774,3406,40,13910,5060,7270,3690,14722,1375000
-11775,3405,270,4370,1080,4690,970,17206,1075000
-11775,3405,370,3780,920,5030,1030,21908,946000
-11775,3406,440,4770,1350,5020,1170,20156,1125000
-11775,3406,520,240,60,460,70,1625,675000
-11794,3415,330,8590,1440,4210,1380,44821,2201000
-11795,3416,170,71160,10890,35380,10830,62654,2738000
-11794,3414,330,16200,2830,8680,2750,5411,2194000
-11795,3414,130,38590,7100,22830,7590,45594,1845000
-11795,3414,330,19430,4400,15260,3530,3038,1375000
-11796,3414,270,22210,5420,13280,5230,25275,1517000
-11796,3414,330,19940,4050,9930,4030,3766,1639000
-11796,3414,90,9070,2070,6190,1940,39464,1796000
-11797,3414,150,35950,9640,18390,8770,26014,1503000
-11797,3414,330,13280,3480,9030,3290,31094,1360000
-11797,3413,420,6830,1270,5410,1380,34375,1517000
-11798,3414,240,15960,3880,13290,3520,30417,1480000
-11797,3413,330,20380,4730,15460,4690,34777,1445000
-11798,3413,370,14470,3090,12790,2900,40083,1429000
-11798,3413,290,21100,4600,18900,4480,36806,1305000
-11797,3415,330,24740,4720,12680,4370,64576,5000010
-11797,3417,350,50050,8480,21120,8130,49968,2950000
-1180,3416,420,10200,1560,3980,1570,6101,3118000
-11801,3416,470,17450,2700,7530,2750,5532,3185000
-11799,3418,380,29810,4320,10630,4370,65254,3650000
-11799,3416,400,38380,6960,18510,6740,42407,2620000
-1180,3416,520,13540,2270,5310,2060,48059,2706000
-1180,3415,480,34360,6730,15400,6480,4275,2568000
-11801,3415,520,22340,4720,9860,4390,39125,2655000
-11802,3415,440,24190,4370,10450,4320,3875,2808000
-11802,3417,320,38680,5480,15580,5280,94667,5000010
-11803,3416,360,16400,2390,6930,2530,66888,5000010
-11803,3415,430,16940,2830,6740,2670,41797,4868000
-11802,3415,440,22670,4260,9800,3720,36,3074000
-11806,3417,380,27260,3980,10590,3800,72419,4104000
-11805,3417,450,25350,4550,10360,4370,50482,3889000
-11804,3417,520,18850,4010,7640,3730,40385,2657000
-11804,3418,370,31340,5320,12200,5080,52865,4554000
-11804,3416,380,15940,2490,6330,2470,59582,3507000
-11805,3416,360,39080,7320,16880,7250,45625,3768000
-11805,3416,410,33200,7130,12360,6590,35694,2786000
-11806,3416,460,14670,2980,8160,2670,36705,2865000
-11806,3416,340,22970,4190,9090,4120,48214,3625000
-11807,3416,350,35850,6710,14010,6230,4125,3300000
-11803,3416,360,14010,2180,6670,2250,71615,4847000
-11803,3416,390,27310,3660,10340,3380,98098,5000010
-11805,3415,320,51310,6650,18770,6220,82004,5000010
-11806,3415,370,19800,2260,6970,2260,150001,5000010
-11805,3414,390,21250,2950,8620,3030,89728,5000010
-11806,3413,400,43070,9180,17690,8450,36341,3915000
-11806,3414,420,24610,3790,11790,3600,70315,4373000
-11806,3414,400,26620,3790,11510,3870,84889,5000010
-11803,3414,440,14460,2500,7210,2430,47308,3522000
-11804,3413,220,33590,6430,12270,5880,4645,2762000
-11804,3415,340,15230,3110,6760,2950,33621,3772000
-11804,3413,350,2490,310,2680,290,150001,5000010
-11805,3413,230,32640,7290,14750,6680,3735,2183000
-11806,3413,280,121390,28730,53590,27310,3292,2273000
-11802,3414,340,10770,2570,4780,1990,26316,2528000
-11802,3413,320,33080,7180,18030,6670,39464,2736000
-11803,3414,310,43530,11170,23380,10370,30727,2426000
-11801,3413,360,13320,2170,6480,2030,47159,3659000
-11802,3413,330,28740,4580,12390,4310,52329,4309000
-11802,3413,340,19660,3190,9800,2970,77307,4290000
-11803,3413,330,23520,3730,9950,3590,49583,4457000
-11802,3412,370,22500,3600,9890,3290,61536,3660000
-11802,3411,350,24540,4580,11100,4350,38029,4148000
-11802,3412,360,14710,2460,7510,2300,54555,3951000
-11802,3412,380,17780,2880,8700,2810,65784,4085000
-11803,3411,340,28370,4600,13440,4580,65722,4374000
-11801,3414,200,33500,8310,18160,7440,28352,1617000
-11801,3414,230,34250,7540,22020,7290,352,1873000
-11802,3414,310,68540,15780,41310,15240,35878,2228000
-11799,3415,440,24920,6110,19510,5960,31304,1856000
-1180,3415,430,25830,6330,15440,6170,25417,1783000
-11801,3415,320,65970,15790,36890,14590,32377,1841000
-11798,3414,270,63410,12890,28990,11920,36336,2352000
-11799,3414,300,23460,,19880,4740,25625,1530000
-1180,3413,240,25840,5200,18690,5030,32841,1670000
-1180,3414,310,12980,4310,11310,4250,10548,1781000
-1180,3414,390,13020,3030,8000,2910,32723,1669000
-1180,3413,350,10050,2240,7420,2210,35481,1581000
-11799,3413,370,15680,3710,16180,3500,29605,1294000
-11799,3412,370,15270,3310,15040,3240,32857,1301000
-11799,3412,350,10400,2310,10400,2420,25395,1392000
-1180,3412,370,13400,3250,9280,3330,39219,1750000
-1180,3412,420,8700,1700,5460,1640,4625,1738000
-11801,3413,380,33740,6710,19060,6400,40729,2123000
-11801,3412,430,11850,2070,6570,1980,45491,2148000
-11801,3412,320,19370,3320,9220,3400,394,2784000
-11801,3411,320,19780,5360,8260,4700,25114,2122000
-11801,3411,430,18580,3450,10540,3290,35625,2116000
-11801,3411,360,17220,3200,7940,3220,42132,2122000
-11802,341,360,19280,3610,10080,3680,4733,2337000
-11802,341,360,4520,800,2480,830,19688,2260000
-11802,3411,390,15040,2800,7180,2610,4625,2190000
-11803,341,380,23010,4160,10790,3980,44236,2336000
-11803,341,300,27730,6340,13760,5400,27857,2017000
-11803,341,310,26470,5390,14730,5200,394,2239000
-11803,341,320,26680,6090,15120,5410,29422,2331000
-11803,3411,380,20760,3610,9880,3320,59175,4169000
-11804,3411,440,7730,1200,4050,1210,50,4471000
-11804,3411,370,12750,1770,5980,1740,71885,5000010
-11805,3411,420,36770,6270,17790,6220,51509,4265000
-11804,3413,390,24850,3820,10720,3420,60878,4302000
-11804,3412,390,25220,3800,11130,3570,52249,4452000
-11804,3412,440,20070,2880,9210,3070,65989,5000010
-11804,3412,300,21700,3180,9840,3090,56916,5000010
-11805,3412,200,52180,9590,23020,8500,355,4767000
-11806,3412,250,38910,8480,18480,7590,36639,2481000
-11806,3412,340,29410,5580,16600,5760,45667,2715000
-11806,3412,350,20530,3690,10440,3750,41875,2754000
-11805,3411,480,14100,3040,6770,2740,32596,2724000
-11806,3411,360,21780,4850,9140,4120,27656,2395000
-11806,3411,390,26030,5470,11960,4870,30854,2487000
-11804,341,390,23020,4120,15900,4060,48017,2738000
-11805,341,360,16060,3180,8890,2940,47931,2726000
-11806,341,380,32290,6360,15990,6090,38646,2571000
-11806,341,420,15760,3130,6970,2820,43523,2836000
-11806,341,430,18330,3550,7860,3340,35761,2567000
-11806,341,380,24380,4420,13080,4610,36995,2601000
-11804,341,380,23170,4510,11550,4260,41488,2353000
-11804,3409,340,25970,4610,15420,4700,46211,2489000
-11805,341,300,21430,4270,11070,4160,42321,2522000
-11805,341,420,20650,4040,13130,4020,40179,2743000
-11806,3409,380,20360,3880,10960,3710,40625,2625000
-11806,341,380,19600,3300,8740,3080,48594,2659000
-11806,3409,360,12390,2380,7170,2370,3244,2581000
-11806,3409,400,19750,3890,11160,3780,42898,2516000
-11807,3409,400,17450,3700,12930,3570,25474,1981000
-11807,3409,350,12240,2670,8870,2760,40987,2024000
-11808,3409,330,25570,5780,17150,5300,29196,2088000
-11808,3409,340,18230,4570,14850,4010,37222,2072000
-11808,3409,320,32140,7180,23160,7510,37066,2068000
-11804,3409,340,20010,3880,14610,3970,38304,1830000
-11804,3408,350,11480,2580,9750,2530,4037,1733000
-11804,3409,320,13390,3340,8170,3490,28333,1860000
-11805,3409,230,6020,1350,4090,1230,35268,1464000
-11802,3409,320,17470,3990,11990,4020,34286,1918000
-11802,3408,290,27410,6670,24490,6770,36944,1752000
-11802,3409,240,20800,5140,19760,4780,26917,1700000
-11803,3409,290,12190,3380,11520,3230,28029,1809000
-11803,3408,320,17800,4840,17320,4540,24464,1696000
-1180,341,340,22490,4600,15440,4410,34005,1763000
-11801,3409,290,34020,7470,23310,6900,36094,1792000
-11801,341,270,24240,5420,17130,5570,38085,1814000
-11801,341,350,21200,4120,13750,4050,34609,1663000
-1180,3408,290,20030,4010,15200,3640,3994,1953000
-11801,3408,300,22810,5220,19690,5000,36531,1663000
-11802,3408,280,27690,6310,24520,5810,26071,1759000
-11801,3408,350,18520,3580,14140,3470,4275,1736000
-11801,3409,320,16130,3610,12830,4040,31944,1817000
-1180,3408,230,16270,3180,12790,2890,46467,1851000
-11802,3408,310,24020,6320,28300,6030,23333,1642000
-11803,3408,370,7750,1790,7260,1830,325,1592000
-11803,3408,420,15970,3730,13110,3520,29688,1628000
-11804,3407,520,1770,590,2690,750,23611,1313000
-11805,3408,340,5720,1540,7520,1820,20433,1388000
-11805,3408,250,49090,14220,49830,12930,27254,1435000
-11805,3408,300,15720,4270,18570,4280,24914,1592000
-11806,3408,370,7780,2050,8500,1980,25119,1805000
-11806,3408,340,11970,2600,9420,2450,34202,1891000
-11806,3408,420,19880,4020,12390,4020,32569,2015000
